"codigo";"nome_ascii";"nivel_ensino";"ano";"periodo";"capacidade_aluno";"local";"data_inicio";"data_fim";"codigo_turma";"descricao_horario";"observacao";"distancia";"tipo";"data_consolidacao";"agrupadora";"situacao_turma";"convenio";"modalidade_participantes";"campus_turma"
"MDM2006";"MECANISMOS DE AGRESSAO E DEFESA - EIXO HABILIDADES E COMUNIDADE";"GRADUAÇÃO";2017;1;8;"EMCM, UBS Walfredo Gurgel";"2017-04-03";"2017-05-26";"05";"3M23445 6M45  4T23456 (03/04/2017 - 26/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Caicó"
"LET0446";"LITERATURA BRASILEIRA III";"GRADUAÇÃO";2017;1;50;"2D3";"2017-02-13";"2017-07-01";"02";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LMC0003";"CALCULO DE UMA VARIAVEL II";"GRADUAÇÃO";2017;1;50;"B-02";"2017-02-13";"2017-07-01";"01";"46N12 5N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Caicó"
"DBG0034";"BIOSSEGURANCA";"GRADUAÇÃO";2017;1;32;"Sala do DNA";"2017-02-13";"2017-07-01";"03";"5N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FIS0311";"MECANICA CLASSICA";"GRADUAÇÃO";2017;1;72;"3H2";"2017-02-13";"2017-07-01";"02";"246T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"COM0117";"GESTAO EM COMUNICACAO";"GRADUAÇÃO";2017;1;40;"DECOM - SALA 04";"2017-02-13";"2017-07-01";"02";"4T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DAN0024";"DIREITOS HUMANOS, DIVERSIDADE CULTURAL E RELACOES ETNICO-RACIAIS";"GRADUAÇÃO";2017;1;60;"2G3";"2017-02-13";"2017-07-01";"02";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"COM0174";"TOPICOS AVANCADOS EM TV";"GRADUAÇÃO";2017;1;40;"DECOM - SALA 03";"2017-02-13";"2017-07-01";"01";"6T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MAT0319";"ALGEBRA LINEAR BASICA I";"GRADUAÇÃO";2017;1;40;"3F6";"2017-02-13";"2017-07-01";"04";"24M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"GEO0391";"SISTEMA DE INFORMACOES GEOGRAFICAS I";"GRADUAÇÃO";2017;1;10;"Laboratório de Geologia - Lab. de Informática";"2017-02-13";"2017-07-01";"01";"4M2 6M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2203";"LOGICA DE PROGRAMACAO";"GRADUAÇÃO";2017;1;25;"ECT - Aud. E";"2017-02-13";"2017-06-27";"04A";"6T34  35N34 (13/02/2017 - 27/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"COM0922";"CENOGRAFIA EM COMUNICACAO";"GRADUAÇÃO";2017;1;35;"DECOM - SALA 03";"2017-02-13";"2017-07-01";"01";"35T12";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"DDP0235";"ETICA GERAL E PROFISSIONAL";"GRADUAÇÃO";2017;1;53;"1A1";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"GEF0171";"GEODINAMICA";"GRADUAÇÃO";2017;1;40;"Dep. de Geofísica - Sala TÉRREO";"2017-02-13";"2017-07-01";"01";"35T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"NUT0016";"DIETOTERAPIA II";"GRADUAÇÃO";2017;1;5;"DNUT - Sala de aula 04";"2017-02-13";"2017-07-01";"01D";"24M2345  3T2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2202";"ALGEBRA LINEAR";"GRADUAÇÃO";2017;1;100;"ECT - Aud. C";"2017-02-13";"2017-07-01";"01";"35T12 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DBF0020";"PRINCIPIOS FISICOS APLICADOS A FARMACIA";"GRADUAÇÃO";2017;1;30;"Laboratório de Biofísica - Aulas Teóricas.";"2017-02-13";"2017-07-01";"01A";"24M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"HED1030";"HISTORIA DA CULTURA";"GRADUAÇÃO";2017;1;105;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"HED1022";"HISTORIA DO RIO GRANDE NORTE: COLONIA E IMPERIO";"GRADUAÇÃO";2017;1;105;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"HED1027";"HISTORIA DA AFRICA";"GRADUAÇÃO";2017;1;105;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"DCO1008";"PROCESSAMENTO DIGITAL DE SINAIS";"GRADUAÇÃO";2017;1;40;"4I2";"2017-02-13";"2017-07-01";"01";"2N12 4N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CIV1405";"TRATAMENTO DE AGUA PARA ABASTECIMENTO";"GRADUAÇÃO";2017;1;50;"4G5";"2017-02-13";"2017-07-01";"01";"35M34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"IMD0020";"TECNOLOGIA DA INFORMACAO E SOCIEDADE";"GRADUAÇÃO";2017;1;70;"B203 - CIVT";"2017-02-13";"2017-07-01";"03";"3M56 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MAT1512";"INFORMATICA NO ENSINO DA MATEMATICA";"GRADUAÇÃO";2017;1;25;"3A1";"2017-02-13";"2017-07-01";"03";"24N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MEC1902";"REFRIGERACAO E AR CONDICIONADO";"GRADUAÇÃO";2017;1;31;"4G4";"2017-02-13";"2017-07-01";"01";"3T3456 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MAT1510";"INTRODUCAO A MATEMATICA DISCRETA";"GRADUAÇÃO";2017;1;60;"3F3";"2017-02-13";"2017-07-01";"03";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PAT1000.1";"PATOLOGIA GERAL PARA FISIOTERAPIA - PRATICA";"GRADUAÇÃO";2017;1;9;"Departamento de Patologia";"2017-02-13";"2017-07-01";"02A";"2M5";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPR3102";"AUTOCOMPOSICAO DE CONFLITOS: NEGOCIACAO, CONCILIACAO E MEDIACAO";"GRADUAÇÃO";2017;1;53;"1A1";"2017-02-13";"2017-05-15";"01";"2M12 (13/02/2017 - 15/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DOL0075";"ECOLOGIA AQUATICA I";"GRADUAÇÃO";2017;1;20;"Centro de Biociências (CB)";"2017-02-13";"2017-07-01";"01";"24N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPR3101";"CARREIRAS JURIDICAS";"GRADUAÇÃO";2017;1;53;"1A1";"2017-02-17";"2017-05-26";"01";"6M56 (17/02/2017 - 26/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPR3104";"PECAS JURIDICAS II (EXTRAJUDICIAIS)";"GRADUAÇÃO";2017;1;53;"1A1";"2017-02-13";"2017-05-15";"01";"2M56 (13/02/2017 - 15/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"COM0095";"ASSESSORIA DE COMUNICACAO";"GRADUAÇÃO";2017;1;45;"DECOM - SALA 01";"2017-02-13";"2017-07-01";"02";"24T56";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"DEQ0519";"TERMODINAMICA EXPERIMENTAL II";"GRADUAÇÃO";2017;1;20;"TERMODINAMICA EXPERIMENTAL I E II (NTI))";"2017-02-13";"2017-07-01";"01";"6M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0515";"CIRCUITOS LOGICOS";"GRADUAÇÃO";2017;1;50;"4G5";"2017-02-13";"2017-07-01";"01";"24M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"NUT0053";"BIOQUIMICA DOS ALIMENTOS";"GRADUAÇÃO";2017;1;21;"DNUT - Sala de aula 01";"2017-02-13";"2017-07-01";"01B";"2M56 3M45 5M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"LET0001";"LINGUA PORTUGUESA I";"GRADUAÇÃO";2017;1;50;"DEART - Sala 30";"2017-02-13";"2017-07-01";"01";"2M3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ADM1259";"ORGANIZACAO, PROCESSOS E TOMADA DE DECISAO";"GRADUAÇÃO";2017;1;100;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"ECT2416";"EXPRESSAO GRAFICA";"GRADUAÇÃO";2017;1;40;"ECT - Sala 5";"2017-02-13";"2017-07-01";"05B";"6N1234 (13/02/2017 - 21/05/2017),  35T56 (22/05/2017 - 29/06/2017),  7N12 (30/06/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0521";"SISTEMAS DE CONTROLE I";"GRADUAÇÃO";2017;1;55;"4B1";"2017-02-13";"2017-07-01";"01";"24M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FON0040";"METODOLOGIA DA PESQUISA CIENTIFICA";"GRADUAÇÃO";2017;1;45;"DEPFONO - prédio de aulas";"2017-02-13";"2017-07-01";"01";"5M2345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MUS0431";"HISTORIA E LITERATURA DO INSTRUMENTO I";"GRADUAÇÃO";2017;1;6;"Sala M";"2017-02-13";"2017-07-01";"03";"3T23";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2303";"LINGUAGEM DE PROGRAMACAO";"GRADUAÇÃO";2017;1;25;"ECT - Sala 1";"2017-02-13";"2017-07-01";"04A";"2T56  35N34 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ADM1267";"GESTAO DE OPERACOES E LOGISTICA I";"GRADUAÇÃO";2017;1;100;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"ADM1268";"PLANEJAMENTO E PROGRAMACAO NA ADMINISTRACAO PUBLICA";"GRADUAÇÃO";2017;1;100;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"ADM1269";"LEGISLACAO TRIBUTARIA E COMERCIAL";"GRADUAÇÃO";2017;1;100;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"ADM1276";"ESTAGIO SUPERVISIONADO II";"GRADUAÇÃO";2017;1;150;"MULTIPOLO";"2017-02-13";"2017-07-01";"01";"";"";"t";1;"";"f";"ABERTA";"";"A Distância";""
"PEC0183";"ESTAGIO SUPERVISIONADO DE FORMACAO DE PROFESSORES I (ESPANHOL)";"GRADUAÇÃO";2017;1;30;"2I22";"2017-02-13";"2017-07-01";"01";"2N1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"QUI0631";"CINETICA QUIMICA";"GRADUAÇÃO";2017;1;50;"3F6";"2017-02-13";"2017-07-01";"02";"26T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0518";"LABORATORIO DE SISTEMAS DIGITAIS";"GRADUAÇÃO";2017;1;21;"LAB DE SISTEMAS DIGITAIS(NTI)";"2017-02-13";"2017-07-01";"03";"2T456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FIS0315";"FISICA EXPERIMENTAL I";"GRADUAÇÃO";2017;1;20;"Lab. Fís. Experimental I";"2017-02-13";"2017-07-01";"06";"3M123 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"DCS0005";"CIENCIA POLITICA I";"GRADUAÇÃO";2017;1;58;"IH3";"2017-02-13";"2017-07-01";"02";"36N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DHG0435";"INTRODUCAO A CIENCIA GEOGRAFICA";"GRADUAÇÃO";2017;1;50;"Sala de Geografia Humana / D4";"2017-02-13";"2017-07-01";"02";"5N1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Caicó"
"ECT2303";"LINGUAGEM DE PROGRAMACAO";"GRADUAÇÃO";2017;1;25;"ECT - Aud. E";"2017-02-13";"2017-07-01";"02C";"35M12  4T12 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MTR0905";"BIOPOLIMEROS E MATERIAIS NANOESTRUTURADOS POLIMERICOS";"GRADUAÇÃO";2017;1;20;"4A1";"2017-02-13";"2017-07-01";"01";"24T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPU0137";"NOCOES DE DIREITO ADMINISTRATIVO E TRIBUTARIO";"GRADUAÇÃO";2017;1;55;"Setor I - Sala E3";"2017-02-13";"2017-07-01";"02";"24N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DGN0109";"DESIGN E INDUSTRIA";"GRADUAÇÃO";2017;1;42;"DEART - SALA 28";"2017-02-13";"2017-07-01";"01";"3M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DGN0107";"HISTORIA DO DESIGN E DA ARQUITETURA";"GRADUAÇÃO";2017;1;40;"DEART - SALA 30";"2017-02-13";"2017-07-01";"01";"4T5234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DIM0320";"ALGORITMO E PROGRAMACAO DE COMPUTADORES";"GRADUAÇÃO";2017;1;35;"3E1";"2017-02-13";"2017-07-01";"04";"35M56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"EEN1032";"PLANEJAMENTO EM SAUDE";"GRADUAÇÃO";2017;1;50;"ESCOLA DE SAÚDE - SALA 31";"2017-02-14";"2017-05-25";"01";"35N1234 (14/02/2017 - 25/05/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"EEN1033";"AVALIACAO E GESTAO DA QUALIDADE EM SAUDE";"GRADUAÇÃO";2017;1;50;"SALA 31 - ESCOLA DE SAÚDE";"2017-02-13";"2017-06-12";"02";"24N1234 (13/02/2017 - 12/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCO1007";"CIRCUITOS PARA COMUNICACOES";"GRADUAÇÃO";2017;1;30;"4A1";"2017-02-13";"2017-07-01";"01";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCO1010";"VARIAVEIS ALEATORIAS";"GRADUAÇÃO";2017;1;25;"4A7";"2017-02-13";"2017-07-01";"01";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PEC0181";"ESTAGIO SUPERVISIONADO DE FORMACAO DE PROFESSORES PARA O ENSINO FUNDAMENTAL (CIENCIAS BIOLOGICAS)";"GRADUAÇÃO";2017;1;26;"Anfiteatro Peixes";"2017-02-13";"2017-07-01";"02";"3M1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0624";"MICROELETRONICA";"GRADUAÇÃO";2017;1;22;"4F2";"2017-02-13";"2017-07-01";"01";"24T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MOR0036";"ANATOMIA HUMANA APLICADA A DANCA";"GRADUAÇÃO";2017;1;48;"Anfiteatro A";"2017-02-13";"2017-07-01";"01";"4N1234 6N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PEC5011";"PRATICAS PEDAGOGICAS INTEGRADAS II";"GRADUAÇÃO";2017;1;52;"SALA 304 DO BLOCO CE";"2017-02-13";"2017-07-01";"01";"3T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PEC0166";"ESTAGIO SUPERVISIONADO DE FORMACAO DE PROFESSORES II (HISTORIA)";"GRADUAÇÃO";2017;1;31;"2G1";"2017-02-13";"2017-07-01";"01";"2N1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MUS0408";"MUSICA BRASILEIRA II";"GRADUAÇÃO";2017;1;30;"Sala 24";"2017-02-13";"2017-07-01";"01";"5N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DAN0023";"ANTROPOLOGIA E TURISMO";"GRADUAÇÃO";2017;1;50;"5F1";"2017-02-13";"2017-07-01";"01";"24T34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MUS2003";"LINGUAGEM E ESTRUTURACAO MUSICAL III";"GRADUAÇÃO";2017;1;50;"Sala 24";"2017-02-13";"2017-07-01";"01";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MUS2331";"MUSICA E COMPUTACAO I";"GRADUAÇÃO";2017;1;16;"LAMUCO";"2017-02-13";"2017-07-01";"01";"35N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE0087";"LINGUA BRASILEIRA DE SINAIS - LIBRAS";"GRADUAÇÃO";2017;1;35;"a definir";"2017-02-13";"2017-07-01";"01";"6M3456 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"GEO0420";"PROJETO EM GEOLOGIA";"GRADUAÇÃO";2017;1;5;"Laboratório de Geologia";"2017-02-13";"2017-07-01";"23";"67T56 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECL0014";"ECOLOGIA MATEMATICA";"GRADUAÇÃO";2017;1;40;"Juazeiro";"2017-02-13";"2017-07-01";"02";"5N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CIV1822";"AUDITORIA E PERICIA AMBIENTAL";"GRADUAÇÃO";2017;1;50;"4A7";"2017-02-13";"2017-07-01";"01";"3M56 5M5";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DEQ0622";"ANALISE SENSORIAL DE ALIMENTOS";"GRADUAÇÃO";2017;1;40;"4I6";"2017-02-13";"2017-07-01";"01";"6N123";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"COM0313";"PUBLICIDADE ON-LINE";"GRADUAÇÃO";2017;1;45;"DECOM - SALA A DEFINIR";"2017-02-13";"2017-07-01";"01";"35N34";"";"f";1;"";"f";"EXCLUÍDA";"";"Presencial";"Campus Central"
"CCA0124";"GEOPROCESSAMENTO E SENSORIAMENTO REMOTO";"GRADUAÇÃO";2017;1;45;"Laboratório de informática";"2017-02-13";"2017-07-01";"01";"6T1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Macaíba"
"PTR0112";"GEOLOGIA E GEOFISICA DE PETROLEO";"GRADUAÇÃO";2017;1;32;"4G4";"2017-02-13";"2017-07-01";"01";"45T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PTR0111";"FUNDAMENTOS DA ENGENHARIA DE PETROLEO";"GRADUAÇÃO";2017;1;32;"4G2";"2017-02-13";"2017-07-01";"01";"3T3456";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PRO1409";"TOPICOS ESPECIAIS EM GESTAO DA PRODUCAO";"GRADUAÇÃO";2017;1;20;"4B5";"2017-02-13";"2017-07-01";"01";"35T56";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"DIM0501";"BOAS PRATICAS DE PROGRAMACAO";"GRADUAÇÃO";2017;1;33;"A309 CIVT";"2017-02-13";"2017-07-01";"01";"6T12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"MDM0039";"PRATICAS CORPORAIS NA PROMOCAO DA SAUDE E QUALIDADE DE VIDA";"GRADUAÇÃO";2017;1;25;"EMCM";"2017-02-13";"2017-07-01";"01";"2T45 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Caicó"
"QUI0343";"ORGANICA EXPERIMENTAL II";"GRADUAÇÃO";2017;1;16;"Prédio Química I- Lab. Ensino de Quimica Orgânica";"2017-02-13";"2017-07-01";"01";"4M12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCO1002";"ENGENHARIA DE SOFTWARE";"GRADUAÇÃO";2017;1;30;"4A6";"2017-02-13";"2017-07-01";"01";"46N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DCO1004";"ELETROMAGNETISMO APLICADO";"GRADUAÇÃO";2017;1;30;"4C3";"2017-02-13";"2017-07-01";"02";"24N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PSI0086";"PSICOLOGIA APLICADA A ADMINISTRACAO I";"GRADUAÇÃO";2017;1;55;"1E3";"2017-02-13";"2017-07-01";"02";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CSH9019";"SINTAXE DA LINGUA ESPANHOLA I";"GRADUAÇÃO";2017;1;50;"BL F SALA 3";"2017-02-13";"2017-07-01";"01";"3N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Currais Novos"
"CSH9022";"FUNDAMENTOS DA PSICOLOGIA EDUCACIONAL";"GRADUAÇÃO";2017;1;50;"BL F SALA 3";"2017-02-13";"2017-07-01";"01";"4N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Currais Novos"
"LET0406";"LITERATURA AFRICANA EM LINGUA PORTUGUESA II";"GRADUAÇÃO";2017;1;20;"2H5";"2017-02-13";"2017-07-01";"01";"5N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CON3303";"ETICA GERAL E PROFISSIONAL";"GRADUAÇÃO";2017;1;50;"SETOR V";"2017-02-13";"2017-07-01";"02";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT1531";"PRATICAS DE LEITURA E ESCRITA DE GENEROS DA ESFERA PROFISSIONAL";"GRADUAÇÃO";2017;1;50;"ECT - Sala 6";"2017-02-13";"2017-06-02";"01";"35T56 (13/02/2017 - 02/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CON0002";"CONTABILIDADE APLICADA A ADMINISTRACAO";"GRADUAÇÃO";2017;1;30;"4 I 13";"2017-02-13";"2017-07-01";"03";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CST2182.1";"METODOS E TECNICAS DE AVALIACAO EM FISIOTERAPIA - PRATICA";"GRADUAÇÃO";2017;1;14;"A Definir";"2017-02-14";"2017-06-20";"03";"3M56 (14/02/2017 - 20/06/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Santa Cruz"
"ECT1552";"INSTITUICOES E SERVICOS TECNOLOGICOS";"GRADUAÇÃO";2017;1;30;"ECT - Sala 7";"2017-02-13";"2017-07-01";"01";"35M56 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"FPE5005";"SEMINARIO DE PESQUISA I";"GRADUAÇÃO";2017;1;50;"Prédio da Pedagogia - 303";"2017-02-13";"2017-07-01";"02";"3N34";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2206";"GESTAO E ECONOMIA DA CIENCIA, TECNOLOGIA E INOVACAO";"GRADUAÇÃO";2017;1;141;"ECT - Aud. B";"2017-02-13";"2017-07-01";"02";"46T56 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DPR0038";"DIREITO E LEGISLACAO TRABALHISTA";"GRADUAÇÃO";2017;1;53;"5G1";"2017-02-13";"2017-07-01";"01";"35M12";"";"f";1;"";"f";"A DEFINIR DOCENTE";"";"Presencial";"Campus Central"
"ECT2103";"CALCULO I";"GRADUAÇÃO";2017;1;140;"ECT - Aud. A";"2017-04-25";"2017-07-01";"01";"2356M34 (25/04/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DMI0017.1";"DOENCAS DO SISTEMA NERVOSO - PRATICA";"GRADUAÇÃO";2017;1;9;"HUOL";"2017-02-13";"2017-07-01";"06";"6M34 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ECT2302";"METODOLOGIA CIENTIFICA E TECNOLOGICA";"GRADUAÇÃO";2017;1;120;"ECT - Aud. E";"2017-02-13";"2017-07-01";"02";"2M12 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ELE0625";"TOPICOS ESPECIAIS EM SISTEMAS DIGITAIS";"GRADUAÇÃO";2017;1;25;"4B3";"2017-02-13";"2017-07-01";"01";"35T56";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DBF0300";"PROCESSOS FISICO-QUIMICOS NAS CIENCIAS DA VIDA";"GRADUAÇÃO";2017;1;36;"Sala de Aulas II do DBF.";"2017-02-13";"2017-07-01";"03A";"35N12";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"ART0311";"LABORATORIO DE COMPOSICAO COREOGRAFICA II";"GRADUAÇÃO";2017;1;40;"DEART - SALA A";"2017-02-13";"2017-07-01";"01";"5N1234";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"PED0006.2";"PEDIATRIA E PUERICULTURA II";"GRADUAÇÃO";2017;1;6;"DPEDI / UASCA / MEJC";"2017-02-13";"2017-07-01";"01";"3T12345";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"DFS0213";"NEUROBIOLOGIA DO SONO";"GRADUAÇÃO";2017;1;35;"SALA FAVELEIRA";"2017-02-13";"2017-07-01";"01";"5T23";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"CCH0012";"ESTAGIO SUPERVISIONADO III";"GRADUAÇÃO";2017;1;30;"D6";"2017-02-13";"2017-07-01";"02";"2N1234 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Caicó"
"QUI0079";"ENSINO DE QUIMICA II";"GRADUAÇÃO";2017;1;15;"laboratório Linus Paulling";"2017-02-13";"2017-07-01";"04";"3M56  3T1 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
"QUI0312";"QUIMICA EXPERIMENTAL";"GRADUAÇÃO";2017;1;15;"Prédio Química I";"2017-02-13";"2017-07-01";"01";"6M456 (13/02/2017 - 01/07/2017)";"";"f";1;"";"f";"ABERTA";"";"Presencial";"Campus Central"
